SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,SHORT_TERM_COUNT_BANK,MID_TERM_COUNT_BANK,LONG_TERM_COUNT_BANK,SHORT_TERM_COUNT_NON_BANK,MID_TERM_COUNT_NON_BANK,LONG_TERM_COUNT_NON_BANK,NUMBER_OF_LOANS,NUMBER_OF_LOANS_BANK,NUMBER_OF_LOANS_NON_BANK,NUMBER_OF_CREDIT_CARDS,NUMBER_OF_CREDIT_CARDS_BANK,NUMBER_OF_CREDIT_CARDS_NON_BANK,NUMBER_OF_RELATIONSHIP,NUMBER_OF_RELATIONSHIP_BANK,NUMBER_OF_RELATIONSHIP_NON_BANK,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,OUTSTANDING_BAL_LOAN_CURRENT,OUTSTANDING_BAL_LOAN_3M,OUTSTANDING_BAL_LOAN_6M,OUTSTANDING_BAL_LOAN_9M,OUTSTANDING_BAL_LOAN_12M,OUTSTANDING_BAL_CC_3M,OUTSTANDING_BAL_CC_6M,OUTSTANDING_BAL_CC_9M,OUTSTANDING_BAL_CC_12M,OUTSTANDING_BAL_ALL_3M,OUTSTANDING_BAL_ALL_6M,OUTSTANDING_BAL_ALL_9M,OUTSTANDING_BAL_ALL_12M,OUTSTANDING_BAL_LOAN_3M_6M,OUTSTANDING_BAL_LOAN_6M_9M,OUTSTANDING_BAL_LOAN_9M_12M,OUTSTANDING_BAL_LOAN_6M_12M,OUTSTANDING_BAL_LOAN_3M_12M,OUTSTANDING_BAL_CC_3M_6M,OUTSTANDING_BAL_CC_6M_9M,OUTSTANDING_BAL_CC_9M_12M,OUTSTANDING_BAL_CC_6M_12M,OUTSTANDING_BAL_CC_3M_12M,OUTSTANDING_BAL_ALL_3M_6M,OUTSTANDING_BAL_ALL_6M_9M,OUTSTANDING_BAL_ALL_9M_12M,OUTSTANDING_BAL_ALL_6M_12M,OUTSTANDING_BAL_ALL_3M_12M,INCREASING_BAL_3M_LOAN,INCREASING_BAL_6M_LOAN,INCREASING_BAL_3M_CC,INCREASING_BAL_6M_CC,INCREASING_BAL_3M_ALL,INCREASING_BAL_6M_ALL,OUTSTANDING_BAL_CC_CURRENT,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT,ENQUIRIES_3M,ENQUIRIES_6M,ENQUIRIES_9M,ENQUIRIES_12M,ENQUIRIES_FROM_BANK_3M,ENQUIRIES_FROM_NON_BANK_3M,ENQUIRIES_FOR_LOAN_3M,ENQUIRIES_FOR_CC_3M,ENQUIRIES_FROM_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_BANK_FOR_CC_3M,ENQUIRIES_FROM_NON_BANK_FOR_CC_3M,ENQUIRIES_FROM_BANK_6M,ENQUIRIES_FROM_NON_BANK_6M,ENQUIRIES_FOR_LOAN_6M,ENQUIRIES_FOR_CC_6M,ENQUIRIES_FROM_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_BANK_FOR_CC_6M,ENQUIRIES_FROM_NON_BANK_FOR_CC_6M,ENQUIRIES_FROM_BANK_9M,ENQUIRIES_FROM_NON_BANK_9M,ENQUIRIES_FOR_LOAN_9M,ENQUIRIES_FOR_CC_9M,ENQUIRIES_FROM_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_BANK_FOR_CC_9M,ENQUIRIES_FROM_NON_BANK_FOR_CC_9M,ENQUIRIES_FROM_BANK_12M,ENQUIRIES_FROM_NON_BANK_12M,ENQUIRIES_FOR_LOAN_12M,ENQUIRIES_FOR_CC_12M,ENQUIRIES_FROM_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_BANK_FOR_CC_12M,ENQUIRIES_FROM_NON_BANK_FOR_CC_12M,ENQUIRIES_3M_6M,ENQUIRIES_6M_9M,ENQUIRIES_9M_12M,ENQUIRIES_6M_12M,ENQUIRIES_3M_12M,ENQUIRIES_FROM_BANK_3M_6M,ENQUIRIES_FROM_BANK_6M_9M,ENQUIRIES_FROM_BANK_9M_12M,ENQUIRIES_FROM_BANK_6M_12M,ENQUIRIES_FROM_BANK_3M_12M,ENQUIRIES_FROM_NON_BANK_3M_6M,ENQUIRIES_FROM_NON_BANK_6M_9M,ENQUIRIES_FROM_NON_BANK_9M_12M,ENQUIRIES_FROM_NON_BANK_6M_12M,ENQUIRIES_FROM_NON_BANK_3M_12M,OUTSTANDING_BAL_ALL_CURRENT,y_pred_proba,y_pred,y_true
10.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,10.0,4.0,7.0,7.0,7.0,1.0,16.0,10.0,7.0,1.0,7.0,10.0,10.0,1.0,7.0,10.0,,1.0,7.0,10.0,10.0,1000160.0,1000096.667,,1000096.667,1000087.5,1000023.333,1000031.667,,1000025.833,1000120.0,1000151.667,1000127.778,1000113.333,1000008.056,1000012.414,1000011.048,1000013.714,1000011.048,1000007.368,1000010.179,1000012.043,1000012.258,1000009.032,1000007.912,1000011.87,,,1000010.588,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000040.0,431.0,431.0,431.0,431.0,1.0,12.0,17.0,17.0,17.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,17.0,,2.0,2.0,17.0,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,,5.333333333,7.0,,7.0,,-3.0,-3.0,-3.0,-3.0,-3.0,5.333333333,7.0,7.0,7.0,5.333333333,1000200.0,0.02803754620931727,0,0
4.0,7.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,,1.0,10.0,,,1.0,10.0,1.0,10.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000460.0,1000493.333,1000383.333,1000293.333,1000230.0,1000000.0,1000000.0,1000000.0,1000000.0,1000493.333,1000383.333,1000293.333,1000230.0,1000012.87,1000013.068,1000012.754,1000016.667,1000021.449,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000012.87,,1000012.754,,1000021.449,,1000000.0,1000000.0,,1000010.0,1000000.0,1000000.0,,431.0,431.0,431.0,1.0,12.0,,,27.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,22.0,22.0,2.0,2.0,22.0,2.0,2.0,2.0,22.0,22.0,2.0,2.0,22.0,2.0,2.0,2.0,27.0,27.0,2.0,,27.0,2.0,2.0,,7.0,6.0,6.0,,2.0,2.0,2.0,2.0,2.0,4.5,,6.0,6.0,4.0,1000460.0,0.2920955323549288,0,1
7.0,1.0,1.0,4.0,1.0,1.0,,,1.0,7.0,4.0,,1.0,1.0,1.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,,7.0,4.0,7.0,7.0,7.0,1000040.0,1000040.0,,1000053.333,1000040.0,999990.0,999990.0,999990.0,999990.0,1000040.0,1000080.0,1000053.333,,1000005.0,1000015.0,1000013.333,1000020.0,1000010.0,999990.0,999990.0,999990.0,999990.0,999990.0,1000005.0,1000015.0,1000013.333,1000020.0,1000010.0,1000000.0,1000000.0,999990.0,999990.0,,1000000.0,999990.0,431.0,431.0,,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,,7.0,-3.0,-3.0,-3.0,,,7.0,,7.0,7.0,7.0,1000040.0,0.0866021407474041,0,0
7.0,1.0,1.0,1.0,1.0,1.0,7.0,,1.0,7.0,1.0,,,4.0,4.0,13.0,4.0,10.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,,1.0,4.0,4.0,7.0,1000180.0,1000230.0,1000175.0,1000184.444,1000144.167,1000216.667,1000185.0,1000163.333,1000124.167,1000446.667,1000360.0,,1000268.333,1000013.143,1000009.488,1000012.794,1000012.139,1000015.954,1000011.712,1000011.327,1000013.154,1000014.899,1000017.45,1000012.407,1000010.351,1000012.961,1000013.416,1000016.646,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000210.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,12.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,7.0,2.0,2.0,,12.0,12.0,2.0,,12.0,,2.0,7.0,7.0,4.5,,4.5,,-3.0,-3.0,-3.0,-3.0,7.0,7.0,,,4.5,1000390.0,0.08711428997426837,0,0
7.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,10.0,7.0,4.0,4.0,4.0,1.0,13.0,10.0,4.0,,7.0,,10.0,7.0,7.0,10.0,10.0,7.0,7.0,10.0,10.0,1000260.0,1000123.333,1000113.333,1000118.889,1000131.667,1000000.0,1000000.0,1000000.0,1000000.0,1000123.333,1000113.333,1000118.889,1000131.667,,1000009.533,1000009.03,1000008.608,1000009.367,999990.0,999990.0,999990.0,999990.0,999990.0,1000010.882,1000009.533,1000009.03,1000008.608,1000009.367,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,,2.0,7.0,,,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,,,7.0,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,7.0,1000260.0,0.04731563492413566,0,0
7.0,1.0,1.0,,1.0,1.0,,,1.0,7.0,4.0,4.0,7.0,7.0,,13.0,10.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,,7.0,7.0,1000060.0,1000073.333,1000068.333,1000047.778,1000035.833,1000233.333,1000200.0,1000170.0,1000142.5,1000306.667,1000268.333,1000217.778,1000178.333,1000010.732,1000014.302,1000013.333,1000019.07,1000020.465,,1000011.765,1000011.93,1000014.035,1000016.374,,1000012.321,1000012.212,1000015.047,1000017.196,1000000.0,1000000.0,,1000000.0,1000010.0,1000000.0,1000260.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,,2.0,2.0,,7.0,7.0,,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,,2.0,,7.0,7.0,7.0,,7.0,-3.0,,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000320.0,0.05728573378511931,0,0
10.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,,10.0,4.0,7.0,4.0,4.0,1.0,,,7.0,1.0,1.0,4.0,7.0,1.0,,4.0,7.0,1.0,1.0,4.0,7.0,1000060.0,1000046.667,1000070.0,,1000071.667,,1000001.667,1000001.111,1000000.833,1000050.0,1000071.667,1000082.222,1000072.5,1000006.667,1000008.63,1000011.318,1000009.767,1000006.512,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000006.977,1000008.716,1000011.341,1000009.885,1000006.897,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000010.0,,431.0,431.0,431.0,,12.0,12.0,12.0,12.0,2.0,12.0,12.0,2.0,,12.0,2.0,2.0,2.0,12.0,12.0,2.0,,12.0,2.0,2.0,2.0,,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,7.0,,7.0,7.0,,-3.0,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,1000070.0,0.06919374278936131,0,0
7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,,1.0,1.0,,4.0,4.0,1.0,7.0,7.0,7.0,1.0,7.0,,7.0,1.0,,7.0,7.0,1000050.0,1000043.333,1000030.0,1000033.333,1000025.0,999990.0,999990.0,999990.0,999990.0,1000043.333,1000030.0,1000033.333,1000025.0,1000014.444,1000009.0,1000013.333,1000012.0,1000017.333,,999990.0,,999990.0,999990.0,1000014.444,1000009.0,1000013.333,1000012.0,1000017.333,1000000.0,1000000.0,999990.0,999990.0,,1000000.0,999990.0,,431.0,431.0,431.0,1.0,,7.0,7.0,7.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,,7.0,7.0,2.0,,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000050.0,0.07605843719985884,0,0
10.0,1.0,,7.0,1.0,1.0,4.0,1.0,1.0,10.0,7.0,4.0,1.0,1.0,1.0,10.0,7.0,4.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1000090.0,1000043.333,1000023.333,1000015.556,1000011.667,999990.0,999990.0,,999990.0,1000043.333,1000023.333,1000015.556,1000011.667,1000018.571,1000015.0,1000013.333,,1000037.143,999990.0,999990.0,,999990.0,999990.0,,1000015.0,1000013.333,1000020.0,1000037.143,1000000.0,1000000.0,999990.0,,1000000.0,1000000.0,999990.0,431.0,431.0,431.0,,1.0,7.0,7.0,7.0,,2.0,7.0,7.0,2.0,,7.0,2.0,,2.0,7.0,7.0,,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,7.0,1000090.0,0.04575024176082956,0,0
13.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,13.0,7.0,7.0,,10.0,1.0,22.0,16.0,7.0,10.0,10.0,,13.0,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,1000170.0,1000103.333,1000090.0,1000073.333,1000061.667,1000136.667,1000128.333,1000116.667,1000112.5,1000240.0,1000218.333,1000190.0,1000174.167,1000011.481,1000012.273,1000011.892,,1000016.757,1000010.649,1000011.0,1000010.37,1000011.407,1000012.148,1000010.992,1000011.491,1000010.909,1000012.536,1000013.78,1000010.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000140.0,431.0,431.0,431.0,431.0,,,52.0,52.0,62.0,22.0,22.0,32.0,12.0,12.0,22.0,12.0,,22.0,,37.0,17.0,12.0,27.0,12.0,7.0,22.0,,,17.0,,27.0,12.0,7.0,32.0,32.0,,22.0,,27.0,17.0,7.0,6.0,7.0,6.166666667,6.166666667,,7.0,7.0,5.333333333,5.333333333,5.333333333,5.333333333,,7.0,7.0,5.333333333,,0.029761277948005784,0,0
1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000000.0,1000050.0,,1000084.444,1000092.5,1000000.0,1000000.0,1000000.0,1000000.0,1000050.0,1000060.0,,1000092.5,1000008.333,1000007.105,1000009.129,1000006.486,1000005.405,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000007.105,1000009.129,1000006.486,1000005.405,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,431.0,431.0,431.0,1.0,12.0,,12.0,17.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,7.0,7.0,5.333333333,,5.333333333,2.0,2.0,2.0,2.0,2.0,,7.0,5.333333333,5.333333333,5.333333333,1000000.0,0.6739965802492213,1,1
4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,,4.0,1.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1000020.0,1000036.667,1000031.667,1000033.333,1000038.333,,1000050.0,1000050.0,1000047.5,1000086.667,1000081.667,1000083.333,1000085.833,1000011.579,1000009.5,1000008.696,1000008.261,,1000010.0,1000010.0,1000010.526,1000010.526,1000010.526,1000010.612,,1000009.709,1000009.515,1000010.097,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000050.0,431.0,431.0,431.0,431.0,1.0,12.0,,12.0,12.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,,7.0,7.0,1000070.0,0.34510156504324424,0,0
4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1000030.0,1000043.333,1000031.667,1000031.111,1000045.833,999990.0,999990.0,999990.0,999990.0,1000043.333,1000031.667,1000031.111,1000045.833,1000013.684,1000010.179,1000006.788,1000006.909,1000009.455,999990.0,,999990.0,999990.0,999990.0,1000013.684,1000010.179,1000006.788,1000006.909,1000009.455,1000000.0,1000000.0,999990.0,999990.0,1000000.0,1000000.0,999990.0,,431.0,431.0,431.0,1.0,12.0,,12.0,12.0,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,,2.0,12.0,12.0,2.0,2.0,12.0,,2.0,2.0,12.0,12.0,2.0,,12.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,7.0,1000030.0,0.136952368416015,0,0
4.0,7.0,1.0,4.0,1.0,,1.0,7.0,1.0,10.0,,7.0,7.0,,4.0,16.0,7.0,10.0,,10.0,13.0,16.0,10.0,10.0,13.0,16.0,10.0,,13.0,16.0,1000790.0,1000423.333,1000595.0,1000653.333,1000660.0,1000116.667,1000070.0,1000054.444,,1000540.0,1000665.0,1000707.778,1000705.0,1000007.115,1000009.107,1000009.899,1000009.015,1000006.414,1000016.667,1000012.857,1000012.099,1000015.556,,1000008.12,1000009.396,1000010.039,1000009.433,1000007.66,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,,,,431.0,431.0,1.0,22.0,22.0,32.0,42.0,2.0,22.0,17.0,7.0,2.0,17.0,2.0,7.0,2.0,22.0,17.0,7.0,2.0,17.0,2.0,7.0,2.0,32.0,27.0,7.0,2.0,27.0,2.0,,,32.0,32.0,12.0,7.0,27.0,7.0,,7.0,5.333333333,5.75,4.5,4.5,-3.0,-3.0,2.0,2.0,2.0,7.0,5.333333333,7.0,5.333333333,5.333333333,,0.04611209637112786,0,0
4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,7.0,4.0,4.0,1.0,1.0,1.0,,4.0,4.0,4.0,4.0,4.0,7.0,,4.0,4.0,7.0,4.0,4.0,4.0,7.0,1000280.0,1000263.333,1000258.333,,1000262.5,999990.0,999990.0,999990.0,999990.0,1000263.333,1000258.333,1000274.444,1000262.5,1000010.194,1000009.413,1000010.455,1000009.841,1000010.032,999990.0,999990.0,999990.0,999990.0,999990.0,1000010.194,1000009.413,1000010.455,,1000010.032,1000000.0,1000000.0,999990.0,,1000000.0,1000000.0,999990.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,,2.0,,2.0,2.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000280.0,0.10925183740887102,0,1
10.0,,1.0,4.0,1.0,1.0,7.0,1.0,1.0,10.0,4.0,7.0,,7.0,1.0,16.0,10.0,,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1000150.0,1000166.667,1000198.333,1000183.333,1000166.667,,1000078.333,1000072.222,1000058.333,1000266.667,1000276.667,1000255.556,,1000008.403,1000010.818,1000011.0,1000011.9,1000010.0,1000012.766,1000010.846,1000012.381,1000013.429,1000017.143,,1000010.826,1000011.358,,1000011.852,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000090.0,431.0,431.0,431.0,431.0,1.0,12.0,12.0,12.0,17.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,7.0,7.0,5.333333333,5.333333333,5.333333333,,-3.0,-3.0,-3.0,-3.0,,7.0,5.333333333,5.333333333,5.333333333,1000240.0,0.055223444850955705,0,0
,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,,,7.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,1000100.0,1000096.667,1000158.333,1000192.222,1000156.667,1000106.667,1000083.333,1000085.556,1000096.667,,1000241.667,1000277.778,1000253.333,1000006.105,1000008.237,1000012.27,1000010.106,1000006.17,1000012.8,1000009.74,1000008.851,1000008.621,1000011.034,1000008.414,1000008.7,1000010.965,1000009.539,1000008.026,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000130.0,431.0,431.0,,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,,,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,,0.17298426330920338,0,0
7.0,4.0,1.0,,1.0,1.0,,4.0,1.0,10.0,7.0,4.0,13.0,10.0,4.0,22.0,16.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1000260.0,1000096.667,1000111.667,1000101.111,1000076.667,1000066.667,1000056.667,1000053.333,1000040.0,1000163.333,1000168.333,1000154.444,1000116.667,1000008.657,1000011.044,1000013.188,1000014.565,,1000011.765,1000010.625,1000013.333,1000014.167,1000016.667,1000009.703,1000010.899,1000013.238,1000014.429,1000014.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000030.0,431.0,431.0,431.0,431.0,100.0,22.0,22.0,22.0,22.0,12.0,12.0,17.0,7.0,7.0,12.0,7.0,2.0,12.0,12.0,17.0,7.0,7.0,12.0,7.0,2.0,12.0,12.0,,7.0,7.0,12.0,7.0,2.0,12.0,,17.0,,7.0,12.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1000290.0,0.05376399232779458,0,0
,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,7.0,4.0,,10.0,7.0,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1000100.0,1000033.333,1000025.0,1000024.444,1000018.333,1000053.333,1000043.333,1000028.889,,1000086.667,1000068.333,1000053.333,1000040.0,1000013.333,1000010.227,1000013.333,1000013.636,1000018.182,1000012.308,1000015.0,1000013.333,1000020.0,1000024.615,1000012.683,,1000013.333,1000017.083,1000021.667,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000110.0,431.0,431.0,,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000210.0,0.16716448500506007,0,0
4.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1000010.0,1000006.667,1000006.667,1000004.444,,1000000.0,1000000.0,1000000.0,1000000.0,1000006.667,1000006.667,1000004.444,,,1000015.0,1000013.333,1000020.0,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000010.0,1000015.0,1000013.333,1000020.0,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,,2.0,2.0,7.0,7.0,2.0,2.0,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,,7.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1000010.0,0.5483607398958618,1,0
7.0,4.0,1.0,4.0,4.0,,4.0,1.0,1.0,10.0,7.0,4.0,7.0,4.0,4.0,16.0,10.0,7.0,4.0,7.0,7.0,7.0,4.0,,7.0,7.0,4.0,7.0,7.0,7.0,1000350.0,1000346.667,,1000322.222,1000316.667,1000200.0,1000100.0,1000066.667,1000050.0,1000546.667,1000433.333,1000388.889,1000366.667,1000010.4,1000010.345,,1000010.526,1000010.947,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000012.615,1000011.143,1000010.606,,1000014.909,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000180.0,431.0,431.0,431.0,431.0,,22.0,22.0,22.0,52.0,12.0,12.0,17.0,7.0,7.0,12.0,7.0,2.0,12.0,12.0,17.0,7.0,7.0,12.0,7.0,2.0,12.0,12.0,17.0,,7.0,12.0,7.0,2.0,42.0,12.0,32.0,22.0,22.0,12.0,22.0,2.0,,7.0,4.0,4.0,4.0,7.0,7.0,3.25,3.25,3.25,7.0,7.0,7.0,7.0,,1000530.0,0.05034325543336178,0,0
